no,store,sku,cat_code,cat_name,material_name,count_name,quantity,cost,price_avg
538,MAIN,AFN616NGOD0,2BF,DBCY,"ฟอยล์ตัวเลข  16"" 6 Gold (DB)",ใบ,102,472.37,4.6311
539,MAIN,AFN616NSVD0,2BF,DBCY,"ฟอยล์ตัวเลข 16"" 6 Silver (DB)",ใบ,558,"3,458.83",6.1986
540,MAIN,AFN630NGOD0,2BF,DBCY,"ฟอยล์ตัวเลข 30"" 6 Gold (DB)",ใบ,96,"1,012.54",10.5473
541,MAIN,AFN630NSVD0,2BF,DBCY,"ฟอยล์ตัวเลข 30"" 6 Silver (DB)",ใบ,99,"1,044.18",10.5473
544,MAIN,AFN716NGOD0,2BF,DBCY,"ฟอยล์ตัวเลข  16"" 7 Gold (DB)",ใบ,102,486.85,4.773
545,MAIN,AFN716NSVD0,2BF,DBCY,"ฟอยล์ตัวเลข 16"" 7 Silver (DB)",ใบ,659,"4,203.73",6.379
546,MAIN,AFN730NGOD0,2BF,DBCY,"ฟอยล์ตัวเลข 30"" 7 Gold (DB)",ใบ,100,"1,054.73",10.5473
547,MAIN,AFN730NSVD0,2BF,DBCY,"ฟอยล์ตัวเลข 30"" 7 Silver (DB)",ใบ,100,"1,054.73",10.5473
550,MAIN,AFN816NGOD0,2BF,DBCY,"ฟอยล์ตัวเลข  16"" 8 Gold (DB)",ใบ,30,136.53,4.551
551,MAIN,AFN816NSVD0,2BF,DBCY,"ฟอยล์ตัวเลข 16"" 8 Silver (DB)",ใบ,176,895.62,5.0888
552,MAIN,AFN830NGOD0,2BF,DBCY,"ฟอยล์ตัวเลข 30"" 8 Gold (DB)",ใบ,99,"1,044.18",10.5473
553,MAIN,AFN830NSVD0,2BF,DBCY,"ฟอยล์ตัวเลข 30"" 8 Silver (DB)",ใบ,100,"1,054.73",10.5473
556,MAIN,AFN916NGOD0,2BF,DBCY,"ฟอยล์ตัวเลข  16"" 9 Gold (DB)",ใบ,28,169.49,6.0532
557,MAIN,AFN916NSVD0,2BF,DBCY,"ฟอยล์ตัวเลข 16"" 9 Silver (DB)",ใบ,168,756.82,4.5049
558,MAIN,AFN930NGOD0,2BF,DBCY,"ฟอยล์ตัวเลข 30"" 9 Gold (DB)",ใบ,100,"1,054.73",10.5473
559,MAIN,AFN930NSVD0,2BF,DBCY,"ฟอยล์ตัวเลข 30"" 9 Silver (DB)",ใบ,98,"1,033.64",10.5473
588,MAIN,AFR018NBED0,2BF,DBCY,"ฟอยล์กลม 18"" Blue (DB)",ใบ,310,"1,431.14",4.6166
589,MAIN,AFR018NGND0,2BF,DBCY,"ฟอยล์กลม 18"" Green (DB)",ใบ,657,"4,232.46",6.4421
590,MAIN,AFR018NGOD0,2BF,DBCY,"ฟอยล์กลม 18"" Gold (DB)",ใบ,523,22.72,0.0434
591,MAIN,AFR018NPKD0,2BF,DBCY,"ฟอยล์กลม 18"" Pink (DB)",ใบ,464,"3,117.37",6.7185
592,MAIN,AFR018NPPD0,2BF,DBCY,"ฟอยล์กลม 18"" Purple (DB)",ใบ,526,"3,482.51",6.6207
593,MAIN,AFR018NRDD0,2BF,DBCY,"ฟอยล์กลม 18"" Red (DB)",ใบ,303,"1,399.16",4.6177
594,MAIN,AFR018NSVD0,2BF,DBCY,"ฟอยล์กลม 18"" Silver (DB)",ใบ,502,11.06,0.022
628,MAIN,AFS018NBED0,2BF,DBCY,"ฟอยล์ดาว 18"" Blue (DB)",ใบ,676,"3,398.59",5.0275
629,MAIN,AFS018NGND0,2BF,DBCY,"ฟอยล์ดาว 18"" Green (DB)",ใบ,908,"4,292.90",4.7279
630,MAIN,AFS018NGOD0,2BF,DBCY,"ฟอยล์ดาว 18"" Gold (DB)",ใบ,49,309.61,6.3186
631,MAIN,AFS018NLBD0,2BF,DBCY,"ฟอยล์ดาว 18"" Lignt Blue (DB)",ใบ,602,"2,717.19",4.5136
632,MAIN,AFS018NLPD0,2BF,DBCY,"ฟอยล์ดาว 18"" Lignt Pink (DB)",ใบ,323,"1,457.87",4.5135
633,MAIN,AFS018NPKD0,2BF,DBCY,"ฟอยล์ดาว 18"" Pink (DB)",ใบ,668,"3,126.25",4.68
634,MAIN,AFS018NPPD0,2BF,DBCY,"ฟอยล์ดาว 18"" Purple (DB)",ใบ,664,"2,997.49",4.5143
635,MAIN,AFS018NRDD0,2BF,DBCY,"ฟอยล์ดาว 18"" Red (DB)",ใบ,204,"1,930.34",9.4625
636,MAIN,AFS018NSVD0,2BF,DBCY,"ฟอยล์ดาว 18"" Silver (DB)",ใบ,,,
1654,MAIN,AMSDC1900D0,2FTK,DBCY,จุกใหญ่ (DB) ปีกผีเสื้อ,อัน,"2,348","4,249.88",1.81
1659,MAIN,AMSSC1900D0,2FTK,DBCY,ก้านใหญ่ (DB) ปีกผีเสื้อ,อัน,"2,386","4,318.66",1.81
82,MAIN,AFA172290Q0,2BF,QUALATEX,Large 39 Welcome Baby Bottle Pink (Q),ใบ,82,"12,047.70",146.9232
83,MAIN,AFA174180Q0,2BF,QUALATEX,Large 39 Welcome Baby Bottle Blue (Q),ใบ,39,"5,732.10",146.9769
241,MAIN,AFA344380Q0,2BF,QUALATEX,18F DMD Congratulations Party Time (Q),ใบ,13,"2,065.44",158.88
287,MAIN,AFA974810Q0,2BF,QUALATEX,32FH Valentine's Red Heart And Circles Balloon (Q),ใบ,63,"2,237.13",35.51
288,MAIN,AFA997800Q0,2BF,QUALATEX,18FH Valentine's Red Heart And Circles Balloon,ใบ,5,134.9,26.98
570,MAIN,AFQ179830Q0,2BF,QUALATEX,44F Stegosaurus,ใบ,129,"30,331.77",235.13
936,MAIN,ALQ160M38Q0,2BF,QUALATEX,160QI P.Pink,ใบ,198,365.42,1.8456
937,MAIN,ALQ160M39Q0,2BL,QUALATEX,ลูกโป่งยาง 160 Hot Rose (Q),ใบ,,,
938,MAIN,ALQ160M49Q0,2BL,QUALATEX,ลูกโป่งยาง 160 Gold (Q),ใบ,,,
939,MAIN,ALQ160M61Q0,2BL,QUALATEX,ลูกโป่งยาง 160 Peal Azure (Q),ใบ,100,190,1.9
940,MAIN,ALQ160S02Q0,2BF,QUALATEX,160QI Pink,ใบ,300,553.94,1.8465
941,MAIN,ALQ160S06Q0,2BF,QUALATEX,160QI Green,ใบ,,,
942,MAIN,ALQ160S07Q0,2BL,QUALATEX,ลูกโป่งยาง 160 Lime Green  (Q),ใบ,,,
943,MAIN,ALQ160S09Q0,2BL,QUALATEX,160QI Orange,ใบ,,,
944,MAIN,ALQ160S10Q0,2BL,QUALATEX,ลูกโป่งยาง 160 Red  (Q),ใบ,40,76,1.9
945,MAIN,ALQ160S12Q0,2BL,QUALATEX,ลูกโป่งยาง 160 Black  (Q),ใบ,84,159.6,1.9
946,MAIN,ALQ160S13Q0,2BL,QUALATEX,ลูกโป่งยาง 160 Chocolate  (Q),ใบ,,,
947,MAIN,ALQ160S19Q0,2BL,QUALATEX,ลูกโป่งยาง 160 Golgenrod (Q),ใบ,156,403.12,2.5841
948,MAIN,ALQ160S28Q0,2BL,QUALATEX,ลูกโป่งยาง 160 Grey (Q),ใบ,,,
1030,MAIN,ALQ260J74Q0,2BL,QUALATEX,ลูกโป่งยาง 260QI Magenta,ใบ,55,171.16,3.112
1031,MAIN,ALQ260M39Q0,2BL,QUALATEX,ลูกโป่งยาง 260QI Hot Rose,ใบ,347,674.19,1.9429
1032,MAIN,ALQ260M49Q0,2BL,QUALATEX,ลูกโป่งยาง 260QI Gold,ใบ,6,18.9,3.15
1042,MAIN,ALQ260S01Q0,2BL,QUALATEX,ลูกโป่งยาง 260 White (Q),ใบ,370,"1,165.50",3.15
1043,MAIN,ALQ260S02Q0,2BL,QUALATEX,ลูกโป่งยาง 260 Pink (Q),ใบ,,,
1044,MAIN,ALQ260S04Q0,2BL,QUALATEX,ลูกโป่งยาง 260QI Lilac,ใบ,,,
1045,MAIN,ALQ260S06Q0,2BL,QUALATEX,ลูกโป่งยาง 260 Green (Q),ใบ,22,60.14,2.7336
1046,MAIN,ALQ260S07Q0,2BL,QUALATEX,ลูกโป่งยาง 260 Lime Green (Q),ใบ,,,
1047,MAIN,ALQ260S08Q0,2BL,QUALATEX,ลูกโป่งยาง 260 Yellow  (Q),ใบ,36,111.19,3.0886
1048,MAIN,ALQ260S09Q0,2BL,QUALATEX,260QI Orange,ใบ,10,31.5,3.15
1049,MAIN,ALQ260S12Q0,2BL,QUALATEX,ลูกโป่งยาง 260 Black (Q),ใบ,7,5.55,0.7929
1050,MAIN,ALQ260S13Q0,2BL,QUALATEX,ลูกโป่งยาง 260 Chocolate (Q),ใบ,46,140.56,3.0557
1051,MAIN,ALQ260S14Q0,2BL,QUALATEX,260QI Mocha Brown,ใบ,,,
1052,MAIN,ALQ260S16Q0,2BL,QUALATEX,ลูกโป่งยาง 260 Blush (Q),ใบ,,,
1053,MAIN,ALQ260S17Q0,2BL,QUALATEX,ลูกโป่งยาง 260 Red (Q),ใบ,118,315.39,2.6728
1054,MAIN,ALQ260S19Q0,2BL,QUALATEX,ลูกโป่งยาง 260QI Goldenrod,ใบ,,,
1055,MAIN,ALQ260S23Q0,2BL,QUALATEX,260QI Purple Violet,ใบ,,,
1056,MAIN,ALQ260S28Q0,2BL,QUALATEX,ลูกโป่งยาง 260 Gray (Q),ใบ,54,170.1,3.15
1057,MAIN,ALQ350M49Q0,2BL,QUALATEX,350QI Gold,ใบ,13,42.3,3.2538
1058,MAIN,ALQ350M51Q0,2BL,QUALATEX,ลูกโป่งยาง 350 Silver (Q),ใบ,16,94.69,5.9181
1059,MAIN,ALQ350S01Q0,2BL,QUALATEX,350QI White,ใบ,103,541.66,5.2588
1060,MAIN,ALQ350S02Q0,2BL,QUALATEX,ลูกโป่งยาง 350 Pink  (Q),ใบ,,,
1061,MAIN,ALQ350S04Q0,2BL,QUALATEX,ลูกโป่งยาง 350 Lilac (Q),ใบ,55,100.9,1.8345
1062,MAIN,ALQ350S05Q0,2BL,QUALATEX,ลูกโป่งยาง 350 Pale Blue (Q),ใบ,193,978.31,5.069
1063,MAIN,ALQ350S06Q0,2BL,QUALATEX,ลูกโป่งยาง 350 Green (Q),ใบ,,,
1064,MAIN,ALQ350S08Q0,2BL,QUALATEX,ลูกโป่งยาง 350 Yellow (Q),ใบ,311,"1,840.59",5.9183
1065,MAIN,ALQ350S09Q0,2BL,QUALATEX,350QI Orange,ใบ,,,
1066,MAIN,ALQ350S10Q0,2BL,QUALATEX,ลูกโป่งยาง 350 Red (Q),ใบ,,,
1067,MAIN,ALQ350S11Q0,2BL,QUALATEX,ลูกโป่งยาง 350 Dark Blue (Q),ใบ,6,34.87,5.8117
1068,MAIN,ALQ350S12Q0,2BL,QUALATEX,ลูกโป่งยาง 350 Black (Q),ใบ,358,"2,067.61",5.7754
1069,MAIN,ALQ350S14Q0,2BL,QUALATEX,ลูกโป่งยาง 350 Mocha Brown (Q),ใบ,158,555.78,3.5176
1070,MAIN,ALQ350S16Q0,2BL,QUALATEX,ลูกโป่งยาง 350 Blush (Q),ใบ,56,357.02,6.3754
1071,MAIN,ALQ350S22Q0,2BL,QUALATEX,ลูกโป่งยาง 350 Hot Rose (Q),ใบ,,,
1072,MAIN,ALQ350S23Q0,2BL,QUALATEX,ลูกโป่งยาง 350 Violet (Q),ใบ,,,
1073,MAIN,ALQ350S28Q0,2BL,QUALATEX,ลูกโป่งยาง 350 Grey (Q),ใบ,24,121.44,5.06
1101,MAIN,ALQ60299000,2BL,QUALATEX,5I White Friendly Eyeball  ,ใบ,100,549,5.49
1102,MAIN,ALQ646S01Q0,2BL,QUALATEX,ลูกโป่งยาง 646 White (Q),ใบ,36,290.04,8.0567
1103,MAIN,ALQ646S02Q0,2BL,QUALATEX,ลูกโป่งยาง 646 Pink (Q),ใบ,56,507.55,9.0634
1104,MAIN,ALQ646S05Q0,2BL,QUALATEX,ลูกโป่งยาง 646 Pale Blue (Q),ใบ,,,
1105,MAIN,ALQ646S06Q0,2BL,QUALATEX,ลูกโป่งยาง 646 Green (Q),ใบ,20,158.19,7.9095
1106,MAIN,ALQ646S08Q0,2BL,QUALATEX,ลูกโป่งยาง 646 Yellow (Q),ใบ,270,"2,474.55",9.165
1107,MAIN,ALQ646S09Q0,2BL,QUALATEX,ลูกโป่งยาง 646 Orange (Q),ใบ,244,"2,237.14",9.1686
1108,MAIN,ALQ646S16Q0,2BL,QUALATEX,ลูกโป่งยาง 646 Blush (Q),ใบ,1,9.17,9.17
1168,MAIN,ALR005S16Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 5"" Blush (Q)",ใบ,,,
1252,MAIN,ALR011A09Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 11"" Red Orange Rainbow SuperAgate",ใบ,51,579.8,11.3686
1253,MAIN,ALR011A10Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 11"" Red & White SuperAgate",ใบ,16,64.61,4.0381
1254,MAIN,ALR011A11Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 11"" Blue Rainbow SuperAgate",ใบ,50,641.87,12.8374
1255,MAIN,ALR011A12Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 11"" Black & White SuperAgate",ใบ,2,0.53,0.265
1256,MAIN,ALR011S16Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 11"" Blush (Q)",ใบ,48,310.93,6.4777
1421,MAIN,ALR016J73Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 16"" D.Clear (Q)",ใบ,548,"7,545.96",13.77
1422,MAIN,ALR016M39Q0,2BL,QUALATEX,"16""I Hot Rose",ใบ,3,6.93,2.31
1423,MAIN,ALR016M49Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 16"" Gold (Q)",ใบ,16,142.4,8.9
1424,MAIN,ALR016M51Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 16"" Silver (Q)",ใบ,7,93.1,13.3
1425,MAIN,ALR016S01Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 16"" White (Q)",ใบ,212,"2,694.48",12.7098
1426,MAIN,ALR016S02Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 16"" Pink",ใบ,,,
1427,MAIN,ALR016S04Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 16"" Lilac (Q)",ใบ,,,
1428,MAIN,ALR016S05Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 16"" Plae Blue (Q)",ใบ,,,
1429,MAIN,ALR016S06Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 16"" Green",ใบ,,,
1430,MAIN,ALR016S07Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 16"" Lime Green",ใบ,,,
1431,MAIN,ALR016S08Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 16"" Yellow (Q)",ใบ,1,13.35,13.35
1432,MAIN,ALR016S09Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 16"" Orange (Q)",ใบ,,,
1433,MAIN,ALR016S10Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 16"" Red (Q)",ใบ,,,
1434,MAIN,ALR016S11Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 16"" Dark Blue (Q)",ใบ,9,120.15,13.35
1435,MAIN,ALR016S15Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 16"" Ivory (Q)",ใบ,,,
1436,MAIN,ALR016S16Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 16"" Blush (Q)",ใบ,92,485.86,5.2811
1437,MAIN,ALR016S19Q0,2BL,QUALATEX,16R I GOLDENROD  ,ใบ,15,200.25,13.35
1454,MAIN,ALR024J73Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 24"" D.Clear (Q)",ใบ,96,"4,141.01",43.1355
1455,MAIN,ALR024S01Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 24"" White (Q)",ใบ,101,"3,940.53",39.0151
1456,MAIN,ALR024S02Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 24"" Pink (Q)",ใบ,170,"6,368.20",37.46
1457,MAIN,ALR024S05Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 24"" Pale Blue (Q)",ใบ,115,"4,304.56",37.431
1458,MAIN,ALR024S06Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 24"" Green (Q)",ใบ,110,"4,228.96",38.4451
1459,MAIN,ALR024S08Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 24"" Yellow (Q)",ใบ,119,"4,574.68",38.4427
1460,MAIN,ALR024S09Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 24"" Orange",ใบ,212,"8,057.94",38.0092
1461,MAIN,ALR024S10Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 24"" Red (Q)",ใบ,,,
1462,MAIN,ALR024S11Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 24"" Dark Blue",ใบ,22,824.12,37.46
1463,MAIN,ALR030M38Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 30""Pearl Pink",ใบ,81,"11,663.54",143.9943
1464,MAIN,ALR030M41Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 30""Pearl Light Blue",ใบ,68,"9,801.67",144.1422
1465,MAIN,ALR030M51Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 30"" Silver (Q)",ใบ,41,"6,021.16",146.8576
1486,MAIN,ALR036M39Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 36"" P.Hot Rose (Q)",ใบ,82,"11,113.27",135.5277
1487,MAIN,ALR036M41Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 36"" P.Light Blue (Q)",ใบ,,,
1488,MAIN,ALR036M51Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 36"" Silver (Q)",ใบ,,,
1497,MAIN,ALR036S01Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 36"" White (Q)",ใบ,27,"1,118.89",41.4404
1498,MAIN,ALR036S02Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 36"" Pink (Q)",ใบ,56,"6,989.97",124.8209
1499,MAIN,ALR036S05Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 36""Pale Blue (Q)",ใบ,104,"15,991.05",153.7601
1500,MAIN,ALR036S06Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 36"" Green (Q)",ใบ,54,"6,524.39",120.822
1501,MAIN,ALR036S07Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 36""Lime Green (Q)",ใบ,190,"26,862.93",141.3838
1502,MAIN,ALR036S08Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 36"" Yellow (Q)",ใบ,41,"5,813.80",141.8
1503,MAIN,ALR036S09Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 36"" Orange (Q)",ใบ,58,"7,404.86",127.67
1504,MAIN,ALR036S10Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 36"" Red (Q)",ใบ,93,"11,614.32",124.8852
1505,MAIN,ALR036S11Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 36"" Dark Blue (Q)",ใบ,12,"1,457.54",121.4617
1506,MAIN,ALR036S13Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 36"" Chocolate Brow (Q)",ใบ,16,"2,069.99",129.3744
1507,MAIN,ALR036S15Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 36"" IVORY SILK (Q)",ใบ,64,"8,261.54",129.0866
1508,MAIN,ALR036S16Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 36"" Blush (Q)",ใบ,108,"13,771.38",127.5128
1509,MAIN,ALR036S19Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 36"" Goldenrod (Q)",ใบ,2,3.1,1.55
1510,MAIN,ALR036S22Q0,2BL,QUALATEX,"36"" Robin Egg Blue",ใบ,10,"1,293.74",129.374
1511,MAIN,ALR036S59Q0,2BL,QUALATEX,"ลูกโป่งยางกลม 36"" Lilac (Q)",ใบ,92,"11,782.05",128.0658
747,MAIN,ALH006000S0,2BL,SEMPERTEX,"ลูกโป่งยางหัวใจ 6"" F.Assorted (S)",ใบ,"4,700","4,427.89",0.9421
748,MAIN,ALH006005S0,2BL,SEMPERTEX,"ลูกโป่งยางหัวใจ 6"" F.White (S)",ใบ,"4,450","4,192.36",0.9421
749,MAIN,ALH006009S0,2BL,SEMPERTEX,"ลูกโป่งยางหัวใจ 6"" F.Bubblegum (S)",ใบ,"4,691","4,399.93",0.938
750,MAIN,ALH006012S0,2BL,SEMPERTEX,"ลูกโป่งยางหัวใจ 6"" F.Fuchsia (S)",ใบ,50,,
751,MAIN,ALH006015S0,2BL,SEMPERTEX,"ลูกโป่งยางหัวใจ 6"" F.Red (S)",ใบ,36,27.44,0.7622
752,MAIN,ALH006020S0,2BL,SEMPERTEX,"ลูกโป่งยางหัวใจ 6"" F.Yellow (S)",ใบ,"2,846","2,252.74",0.7915
753,MAIN,ALH006031S0,2BL,SEMPERTEX,"ลูกโป่งยางหัวใจ 6"" F.Lime Green (S)",ใบ,"2,294","1,918.85",0.8365
754,MAIN,ALH006050S0,2BL,SEMPERTEX,"ลูกโป่งยางหัวใจ 6"" F.Lilac (S)",ใบ,"2,802","2,217.27",0.7913
755,MAIN,ALH006109S0,2BL,SEMPERTEX,"ลูกโป่งยางหัวใจ 6"" F.Pastel Pink (S)",ใบ,,,
756,MAIN,ALH006140S0,2BL,SEMPERTEX,"ลูกโป่งยางหัวใจ 6"" F.Pastel Blue (S)",ใบ,"2,649","2,134.29",0.8057
757,MAIN,ALH006315S0,2BL,SEMPERTEX,"ลูกโป่งยางหัวใจ 6"" C.Red (S)",ใบ,698,593.65,0.8505
758,MAIN,ALH006320S0,2BL,SEMPERTEX,"ลูกโป่งยางหัวใจ 6"" C.Yellow (S)",ใบ,"3,190","2,713.08",0.8505
759,MAIN,ALH006330S0,2BL,SEMPERTEX,"ลูกโป่งยางหัวใจ 6"" C.Green (S)",ใบ,"3,388","2,879.59",0.8499
760,MAIN,ALH006340S0,2BL,SEMPERTEX,"ลูกโป่งยางหัวใจ 6"" C.Blue (S)",ใบ,"2,790","2,330.34",0.8352
761,MAIN,ALH006351S0,2BL,SEMPERTEX,"ลูกโป่งยางหัวใจ 6"" C.Violet (S)",ใบ,"3,340","2,840.66",0.8505
762,MAIN,ALH006361S0,2BL,SEMPERTEX,"ลูกโป่งยางหัวใจ 6"" C.Orange (S)",ใบ,"3,116","2,650.15",0.8505
763,MAIN,ALH006390S0,2BL,SEMPERTEX,"ลูกโป่งยางหัวใจ 6"" C.Clear (S)",ใบ,"3,200","2,715.79",0.8487
773,MAIN,ALH006P01S0,2BL,SEMPERTEX,"ลูกโป่งยางหัวใจ 6"" 2S Smiley Face (White) F.Red (S)",ใบ,"3,850","8,866.46",2.303
775,MAIN,ALH006S09S0,2BL,SEMPERTEX,"ลูกโป่งยางหัวใจ 6"" F.Orange (S)",ใบ,74,59.6,0.8054
786,MAIN,ALH012000S0,2BL,SEMPERTEX,"ลูกโป่งยางหัวใจ 12"" F.Assorted (S)",ใบ,"1,050","2,264.67",2.1568
787,MAIN,ALH012005S0,2BL,SEMPERTEX,"ลูกโป่งยางหัวใจ 12"" F.White (S)",ใบ,"1,463","3,894.53",2.662
788,MAIN,ALH012009S0,2BL,SEMPERTEX,"ลูกโป่งยางหัวใจ 12"" F.Bubblegum (S)",ใบ,853,"2,320.63",2.7206
789,MAIN,ALH012012S0,2BL,SEMPERTEX,"ลูกโป่งยางหัวใจ 12"" F.Fuchsia (S)",ใบ,"1,214","3,242.38",2.6708
790,MAIN,ALH012015S0,2BL,SEMPERTEX,"ลูกโป่งยางหัวใจ 12"" F.Red (S)",ใบ,"1,050","2,857.73",2.7216
791,MAIN,ALH012315S0,2BL,SEMPERTEX,"ลูกโป่งยางหัวใจ 12"" C.Red (S)",ใบ,528,"1,232.19",2.3337
792,MAIN,ALH012P01S0,2BL,SEMPERTEX,"ลูกโป่งยางหัวใจ 12"" 2S Smiley Face (White) F.Red (S)",ใบ,300,545.84,1.8195
793,MAIN,ALH012P02S0,2BL,SEMPERTEX,"ลูกโป่งยางหัวใจ 12"" 2S Love (White) F.Red (S)",ใบ,50,,
794,MAIN,ALH016005S0,2BL,SEMPERTEX,"ลูกโป่งยางหัวใจ 16"" F.White (S)",ใบ,"1,790","6,369.18",3.5582
795,MAIN,ALH016009S0,2BL,SEMPERTEX,"ลูกโป่งยางหัวใจ 16"" F.Bubblegum (S)",ใบ,"1,910","6,817.82",3.5695
796,MAIN,ALH016012S0,2BL,SEMPERTEX,"ลูกโป่งยางหัวใจ 16"" F.Fuchsia (S)",ใบ,"1,680","6,007.24",3.5757
797,MAIN,ALH016015S0,2BL,SEMPERTEX,"ลูกโป่งยางหัวใจ 16"" F.Red (S)",ใบ,"2,046","6,921.31",3.3828
798,MAIN,ALH016315S0,2BL,SEMPERTEX,"ลูกโป่งยางหัวใจ 16"" C.Red (S)",ใบ,"1,240","4,662.52",3.7601
799,MAIN,ALL006005S0,2BL,SEMPERTEX,ลูกโป่งยาง LOL 6 F.White (S),ใบ,"2,397",549.77,0.2294
800,MAIN,ALL006009S0,2BL,SEMPERTEX,ลูกโป่งยาง LOL 6 F.Pink (S),ใบ,"4,399","3,424.60",0.7785
801,MAIN,ALL006012S0,2BL,SEMPERTEX,ลูกโป่งยาง LOL 6 F.Fuchsia (S),ใบ,"3,150","2,452.26",0.7785
802,MAIN,ALL006015S0,2BL,SEMPERTEX,ลูกโป่งยาง LOL 6 F.Red (S),ใบ,"5,993","4,668.53",0.779
803,MAIN,ALL006020S0,2BL,SEMPERTEX,ลูกโป่งยาง LOL 6 F.Yellow (S),ใบ,"4,396","3,420.72",0.7781
804,MAIN,ALL006021S0,2BL,SEMPERTEX,ลูกโป่งยาง LOL 6 F.Goldenrod (S),ใบ,"6,600","5,141.40",0.779
805,MAIN,ALL006030S0,2BL,SEMPERTEX,ลูกโป่งยาง LOL 6 F.Green (S),ใบ,"4,850","4,361.61",0.8993
806,MAIN,ALL006031S0,2BL,SEMPERTEX,ลูกโป่งยาง LOL 6 F.Lime Green (S),ใบ,"6,220","4,838.12",0.7778
807,MAIN,ALL006032S0,2BL,SEMPERTEX,ลูกโป่งยาง LOL 6 F.Forest Green (S),ใบ,"6,093","4,746.46",0.779
808,MAIN,ALL006040S0,2BL,SEMPERTEX,ลูกโป่งยาง LOL 6 F.Blue (S),ใบ,"6,200","4,821.19",0.7776
809,MAIN,ALL006041S0,2BL,SEMPERTEX,ลูกโป่งยาง LOL 6 F.Royal Blue (S),ใบ,"6,991","5,445.99",0.779
810,MAIN,ALL006050S0,2BL,SEMPERTEX,ลูกโป่งยาง LOL 6 F.Lilac (S),ใบ,"6,928","5,396.91",0.779
811,MAIN,ALL006051S0,2BL,SEMPERTEX,ลูกโป่งยาง LOL 6 F.Violet (S),ใบ,"7,400","5,764.60",0.779
812,MAIN,ALL006060S0,2BL,SEMPERTEX,ลูกโป่งยาง LOL 6 F.Peach (S),ใบ,"5,350","4,167.66",0.779
813,MAIN,ALL006061S0,2BL,SEMPERTEX,ลูกโป่งยาง LOL 6 F.Orange (S),ใบ,"7,106","5,535.56",0.779
814,MAIN,ALL006076S0,2BL,SEMPERTEX,ลูกโป่งยาง LOL 6 F.Chocolate (S),ใบ,"3,249","2,530.97",0.779
815,MAIN,ALL006080S0,2BL,SEMPERTEX,ลูกโป่งยาง LOL 6 F.Black (S),ใบ,"5,349","4,158.49",0.7774
816,MAIN,ALL006109S0,2BL,SEMPERTEX,ลูกโป่งยาง LOL 6 F.Pastel Blue (S),ใบ,"3,850","2,551.40",0.6627
817,MAIN,ALL006140S0,2BL,SEMPERTEX,ลูกโป่งยาง LOL 6 F.Pastel Pink (S),ใบ,"3,800","2,518.26",0.6627
